Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2010-01-04,6.522157623622897,6.55485543686017,6.490070999717296,6.539881706237793,493729600,0.0,0.0
2010-01-05,6.557910119774437,6.588163169855102,6.516655663843725,6.551187038421631,601904800,0.0,0.0
2010-01-06,6.551188676404236,6.577163816485664,6.440260662372158,6.446983337402344,552160000,0.0,0.0
2010-01-07,6.470819029841401,6.478458896588904,6.388310508986188,6.435065269470215,477131200,0.0,0.0
2010-01-08,6.4265075425282046,6.478457811704492,6.388615033816772,6.477846622467041,447610800,0.0,0.0
2010-01-11,6.502904897207357,6.509016789893908,6.369974495302992,6.42070198059082,462229600,0.0,0.0
2010-01-12,6.392587929389852,6.410312010862593,6.307940252426001,6.3476667404174805,594459600,0.0,0.0
2010-01-13,6.352250613142883,6.445760126149954,6.2370438804201065,6.437203884124756,605892000,0.0,0.0
2010-01-14,6.420700964240603,6.431396366745547,6.387391970378501,6.39992094039917,432894000,0.0,0.0
2010-01-15,6.445760501457674,6.466234935786451,6.291133274681307,6.292966842651367,594067600,0.0,0.0
2010-01-19,6.36630719815067,6.575940215937907,6.332998199861189,6.571356296539307,730007600,0.0,0.0
2010-01-20,6.567383785962852,6.586941025495387,6.402060769761757,6.4702067375183105,612152800,0.0,0.0
2010-01-21,6.480902795972937,6.518490121753822,6.332081874096348,6.358362197875977,608154400,0.0,0.0
2010-01-22,6.318940783180816,6.340942778644104,6.024965302425731,6.042994976043701,881767600,0.0,0.0
2010-01-25,6.1884544708712355,6.255378054132085,6.1175581579365454,6.205567359924316,1065699600,0.0,0.0
2010-01-26,6.293578089934266,6.530714245532956,6.1905951360221785,6.293272495269775,1867110000,0.0,0.0
2010-01-27,6.3210794392689245,6.435063776678454,6.09738949683946,6.352555274963379,1722568400,0.0,0.0
2010-01-28,6.26240715427855,6.2798256391028415,6.0720257916519245,6.090055465698242,1173502400,0.0,0.0
2010-01-29,6.144755638831474,6.178981419045102,5.8138044292288695,5.869115829467773,1245952400,0.0,0.0
2010-02-01,5.87859015443328,5.989518574052706,5.845892340033891,5.950708866119385,749876400,0.0,0.0
2010-02-02,5.986766525043893,5.999295495233607,5.90945272576815,5.985238552093506,698342400,0.0,0.0
2010-02-03,5.964154869513086,6.117865734193185,5.94123608382412,6.088223457336426,615328000,0.0,0.0
2010-02-04,6.011824211558441,6.061940494803233,5.854141092469672,5.868809223175049,757652000,0.0,0.0
2010-02-05,5.886534547429182,5.9895174867597305,5.832139928862307,5.973015785217285,850306800,0.0,0.0
2010-02-08,5.980045898988479,6.046969505109017,5.928401211594747,5.932068347930908,478270800,0.0,0.0
2010-02-09,6.002353358314161,6.035356768577045,5.951320269481406,5.995325088500977,632886800,0.0,0.0
2010-02-10,5.986155471502239,6.0078522798858955,5.936344776201356,5.962625503540039,370361600,0.0,0.0
2010-02-11,5.955292255605783,6.104113585867273,5.930233902353135,6.071109771728516,550345600,0.0,0.0
2010-02-12,6.05399798975821,6.161870472783844,5.974239811636479,6.123366355895996,655468800,0.0,0.0
2010-02-16,6.171036873241829,6.224514710211285,6.158202306610144,6.2156524658203125,543737600,0.0,0.0
2010-02-17,6.239794972507908,6.2434621086695765,6.138034392043057,6.18967866897583,436396800,0.0,0.0
2010-02-18,6.16156269530437,6.230625442270708,6.139866294906018,6.201289176940918,422825200,0.0,0.0
2010-02-19,6.168592305154635,6.209541171381122,6.14567311489312,6.16278600692749,415469600,0.0,0.0
2010-02-22,6.183260002416304,6.188149516366788,6.087000144537151,6.124587059020996,390563600,0.0,0.0
2010-02-23,6.111753460465222,6.152396735605917,5.980656202938169,6.021910667419434,575094800,0.0,0.0
2010-02-24,6.0576653149602855,6.155759178469269,6.045747529077439,6.131923198699951,460566400,0.0,0.0
2010-02-25,6.031688242706165,6.199150001613494,6.016714107472301,6.172869682312012,665126000,0.0,0.0
2010-02-26,6.184481472125938,6.26974031909165,6.17286928620339,6.252933025360107,507460800,0.0,0.0
2010-03-01,6.287466829160268,6.4020623918512625,6.27829939630686,6.386477470397949,550093600,0.0,0.0
2010-03-02,6.415201740624838,6.442704851697704,6.348278142886418,6.382198333740234,566546400,0.0,0.0
2010-03-03,6.384947586345069,6.413367068490592,6.354388941973015,6.396865367889404,372052800,0.0,0.0
2010-03-04,6.395337632204166,6.445453925075144,6.375474390224155,6.439036846160889,366041200,0.0,0.0
2010-03-05,6.568300611474957,6.71375997844128,6.558827178262915,6.690841197967529,899620400,0.0,0.0
2010-03-08,6.723232663126722,6.725677419812483,6.669449240050339,6.694812774658203,429889600,0.0,0.0
2010-03-09,6.671283780772615,6.87572169240138,6.658448806300003,6.815215587615967,920259200,0.0,0.0
2010-03-10,6.839968200393955,6.890390500330629,6.82071614594624,6.870832443237305,596218000,0.0,0.0
2010-03-11,6.842414389612904,6.891003131866454,6.824384709960002,6.891003131866455,405700400,0.0,0.0
2010-03-12,6.948146716438079,6.959147307629559,6.898641200051709,6.92461633682251,416323600,0.0,0.0
2010-03-15,6.8873341362997955,6.891001271782439,6.730567358444802,6.840273380279541,493502800,0.0,0.0
2010-03-16,6.850663728315159,6.8751104826593314,6.799630649217574,6.858914375305176,446908000,0.0,0.0
2010-03-17,6.872666266883224,6.92003221415845,6.822855562380341,6.848830699920654,450956800,0.0,0.0
2010-03-18,6.848219652551231,6.875722355925313,6.802686864249484,6.865026950836182,342109600,0.0,0.0
2010-03-19,6.869303542682117,6.883054890899161,6.760514319269583,6.791684150695801,559445600,0.0,0.0
2010-03-22,6.737289936591082,6.906279670750249,6.727511317371762,6.868081569671631,456419600,0.0,0.0
2010-03-23,6.895279040179829,6.991233296212769,6.848218287956581,6.978398323059082,602431200,0.0,0.0
2010-03-24,6.956397816237304,7.0346284182782455,6.952424677598133,7.0092644691467285,597780400,0.0,0.0
2010-03-25,7.05663018437739,7.058158565651715,6.913921152918221,6.926144123077393,542284400,0.0,0.0
2010-03-26,6.996429097195399,7.088105859274965,6.984206127323308,7.056018829345703,640875200,0.0,0.0
2010-03-29,7.120192399060667,7.146778726561059,7.078021151854618,7.101551532745361,540744400,0.0,0.0
2010-03-30,7.230203640869517,7.257095153583785,7.158390939415438,7.207284450531006,527310000,0.0,0.0
2010-03-31,7.19628295086468,7.23050873072769,7.164807114452028,7.181309223175049,430659600,0.0,0.0
2010-04-01,7.254957099006988,7.295294779973552,7.112553244931409,7.210952281951904,603145200,0.0,0.0
2010-04-05,7.180697305349899,7.288569334291548,7.174279411272013,7.287958145141602,684507600,0.0,0.0
2010-04-06,7.2790970866226905,7.3414367545506956,7.2424265497226346,7.3200459480285645,447017200,0.0,0.0
2010-04-07,7.320353321831026,7.39277804145123,7.293155801635641,7.352440357208252,628502000,0.0,0.0
2010-04-08,7.3475495275967475,7.381164122451259,7.2742084450038025,7.332575798034668,572989200,0.0,0.0
2010-04-09,7.3778033671455425,7.391859905491262,7.348161093144232,7.388803958892822,334182800,0.0,0.0
2010-04-12,7.401332015514417,7.427918339625386,7.389414233259707,7.404082775115967,333026400,0.0,0.0
2010-04-13,7.390943424413824,7.419668506023572,7.368024233254998,7.408361911773682,306210800,0.0,0.0
2010-04-14,7.495452806896256,7.51164891230288,7.458476269189902,7.507981777191162,404076400,0.0,0.0
2010-04-15,7.510734349462277,7.610050586817092,7.5024837005764455,7.606689453125,376784800,0.0,0.0
2010-04-16,7.595990751860463,7.674527340020507,7.473144986734443,7.560237407684326,750545600,0.0,0.0
2010-04-19,7.548931353813096,7.5752116752703405,7.388191846838851,7.550153732299805,566924400,0.0,0.0
2010-04-20,7.595072695432506,7.616769499219822,7.424555026463378,7.474365711212158,738326400,0.0,0.0
2010-04-21,7.908606582653808,7.952916572775876,7.814791086542428,7.921441555023193,982391200,0.0,0.0
2010-04-22,7.891497506387472,8.151552486287995,7.829157001136445,8.142995834350586,793424800,0.0,0.0
2010-04-23,8.189444372911066,8.317485684948476,8.159190908269819,8.276230812072754,796955600,0.0,0.0
2010-04-26,8.308316050881071,8.326039722091602,8.195554496849322,8.235586166381836,479068800,0.0,0.0
2010-04-27,8.1674412399618,8.184859727654537,7.961170147604538,8.00761890411377,709343600,0.0,0.0
2010-04-28,8.04459062324859,8.067509801093546,7.835568896352123,7.994168758392334,758402400,0.0,0.0
2010-04-29,8.037564742045603,8.25086485489446,8.006700098619389,8.209304809570312,558840800,0.0,0.0
2010-04-30,8.229782170798499,8.268286284159595,7.975838297821057,7.978589057922363,542463600,0.0,0.0
2010-05-03,8.062624832084214,8.186081806718438,8.033288561676434,8.139327049255371,454342000,0.0,0.0
2010-05-04,8.033593570848998,8.045817356585149,7.8459625398344,7.904941082000732,723819600,0.0,0.0
2010-05-05,7.7322822474909545,7.88843739079941,7.600879038768109,7.822735786437988,883103200,0.0,0.0
2010-05-06,7.7567313050554105,7.891800872594489,6.088833695776428,7.525095462799072,1285860800,0.0,0.0
2010-05-07,7.447476583433702,7.534874199512458,6.882138758557665,7.207590103149414,1676018400,0.0,0.0
2010-05-10,7.647330108194027,7.78178847303101,7.594768651099277,7.761620044708252,984306400,0.0,0.0
2010-05-11,7.695917049020604,7.941915362818059,7.654968194479847,7.838932037353516,848906800,0.0,0.0
2010-05-12,7.922053315071719,8.040926759320927,7.905551206550458,8.009145736694336,654379600,0.0,0.0
2010-05-13,8.043676522043494,8.09807154401432,7.835265904035465,7.8951616287231445,599712400,0.0,0.0
2010-05-14,7.797374726436,7.8377124060012004,7.624412226972095,7.756425857543945,759362800,0.0,0.0
2010-05-17,7.783318599551875,7.82854498011662,7.56971240655907,7.768650054931641,762834800,0.0,0.0
2010-05-18,7.852991086715886,7.900968218433309,7.647635580450474,7.7118096351623535,782678400,0.0,0.0
2010-05-19,7.624413587229205,7.728924532745371,7.482315715416422,7.58896541595459,1025726800,0.0,0.0
2010-05-20,7.391554246672776,7.451754350798777,7.2182857576413735,7.265651702880859,1282915200,0.0,0.0
2010-05-21,7.114691347305415,7.471617733790178,7.069770158350563,7.404999732971191,1223891200,0.0,0.0
2010-05-24,7.556569418527361,7.66719220316358,7.525399588868491,7.54067850112915,754238800,0.0,0.0
2010-05-25,7.314239083284854,7.540679378511892,7.247315905703556,7.493619441986084,1048006400,0.0,0.0
2010-05-26,7.64213351206486,7.704778351774035,7.44869665928931,7.459697246551514,850654000,0.0,0.0
2010-05-27,7.658028442662531,7.758567068163524,7.612496052198195,7.742064952850342,666282400,0.0,0.0
2010-05-28,7.926637264164237,7.926943266786868,7.7420621942421874,7.849935054779053,815614800,0.0,0.0
2010-06-01,7.9358060687033305,8.126798240871718,7.913498066794652,7.970643043518066,876472800,0.0,0.0
2010-06-02,8.084012487925536,8.09195794572995,7.955360046423881,8.065982818603516,688548000,0.0,0.0
2010-06-03,8.1035743985392,8.114880993567152,7.957808593860501,8.04062271118164,650106800,0.0,0.0
2010-06-04,7.890579886583842,8.003342289200669,7.781179433620974,7.8218231201171875,758304400,0.0,0.0
2010-06-07,7.893025220991458,7.919305550716808,7.656500621448795,7.6684184074401855,886942000,0.0,0.0
2010-06-08,7.738697692285742,7.755810167500106,7.506756781387087,7.619213104248047,1000770400,0.0,0.0
2010-06-09,7.684611579402466,7.697751739237808,7.4101941558474405,7.431890964508057,854630000,0.0,0.0
2010-06-10,7.48200687746358,7.669637883145982,7.401331534511147,7.655275344848633,776356000,0.0,0.0
2010-06-11,7.585605439094314,7.757650803500769,7.559324289342189,7.746955394744873,545759200,0.0,0.0
2010-06-14,7.821821143152178,7.919302970348913,7.762231416604248,7.770482063293457,602960400,0.0,0.0
2010-06-15,7.812041883214416,7.940694357649257,7.807763558686081,7.935804843902588,585074000,0.0,0.0
2010-06-16,7.978895697357239,8.182111706873195,7.964533152902036,8.166831970214844,783678000,0.0,0.0
2010-06-17,8.269198911528019,8.339484023482427,8.23558432824577,8.308008193969727,872855200,0.0,0.0
2010-06-18,8.319621974223447,8.403658444426748,8.294258031869422,8.375239372253418,784621600,0.0,0.0
2010-06-21,8.485864973592102,8.526202659729488,8.212058638607722,8.256063461303711,776490400,0.0,0.0
2010-06-22,8.316871709864305,8.433300385323072,8.29670246819012,8.368515968322754,717262000,0.0,0.0
2010-06-23,8.390823731019466,8.393268487518156,8.186690643413096,8.280506134033203,768457200,0.0,0.0
2010-06-24,8.28142738391778,8.348656588562761,8.192806549426603,8.220309257507324,714277200,0.0,0.0
2010-06-25,8.252696815058961,8.259113891746596,8.12282200471724,8.150018692016602,549942400,0.0,0.0
2010-06-28,8.157053091561197,8.243228351286035,8.083405990866673,8.198918342590332,584948000,0.0,0.0
2010-06-29,8.071180421297733,8.07943106776379,7.771093042350114,7.828238010406494,1133344800,0.0,0.0
2010-06-30,7.844738187961649,7.883242287337974,7.63999472442555,7.686444282531738,739452000,0.0,0.0
2010-07-01,7.771093201366809,7.786372932178625,7.432502526646821,7.593241214752197,1022896000,0.0,0.0
2010-07-02,7.654665745041525,7.668111094320726,7.431892537866732,7.546181678771973,693842800,0.0,0.0
2010-07-06,7.670250234865955,7.725255639574901,7.522345689038824,7.597825527191162,615235600,0.0,0.0
2010-07-07,7.654663352589287,7.9076899445716995,7.632049354402991,7.90463399887085,654556000,0.0,0.0
2010-07-08,8.021062159666345,8.033897130786825,7.78912119989052,7.886909008026123,738144400,0.0,0.0
2010-07-09,7.850238099976034,7.942220015226738,7.797371469297485,7.933663368225098,433322400,0.0,0.0
2010-07-12,7.900355430108999,8.00181037621323,7.788205082386602,7.862462520599365,562878400,0.0,0.0
2010-07-13,7.832823389527781,7.835268146990673,7.530597184238733,7.694697856903076,1190924000,0.0,0.0
2010-07-14,7.620742355032268,7.816929978481836,7.609130577997999,7.723114490509033,812047600,0.0,0.0
2010-07-15,7.5856019480522106,7.852685121301356,7.557182056031248,7.6840009689331055,824866000,0.0,0.0
2010-07-16,7.73686789576084,7.791568111417814,7.5911029268907635,7.6366353034973145,1039858400,0.0,0.0
2010-07-19,7.636024416809293,7.636024416809293,7.321880463629954,7.504621982574463,1024478000,0.0,0.0
2010-07-20,7.422722927488495,7.7283101761362945,7.334408130212583,7.697446346282959,1074950800,0.0,0.0
2010-07-21,8.100824337585658,8.102657905803069,7.761927564135968,7.769261837005615,1185671200,0.0,0.0
2010-07-22,7.8743815483982535,7.945277865683358,7.801957666071396,7.915330410003662,645318800,0.0,0.0
2010-07-23,7.856353715393871,7.956892325311635,7.8316009542643545,7.943446159362793,533388800,0.0,0.0
2010-07-26,7.945276030985998,7.948331976370805,7.87529692169087,7.923274040222168,420551600,0.0,0.0
2010-07-27,7.971864849213728,8.091960684496152,7.954446363058208,8.069958686828613,584771600,0.0,0.0
2010-07-28,8.05742727894469,8.128324403858068,7.9529163830225205,7.974613189697266,519985200,0.0,0.0
